numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,
07005,20201101000000,101560,0,0,170,2.100000,283.950000,281.350000,84,17360,0,,,,,,,,,100690,,,-730,,,,,282.050000,,,3.700000,3.700000,-10,,0.000000,,,0.000000,0.000000,0.000000,1.400000,1.400000,,,,,,,,,,,,,,,,,
07015,20201101000000,101590,60,3,210,3.900000,284.550000,281.450000,81,30920,0,,,90,7,3780,,,,101020,,,-730,,,,,281.050000,,,6.100000,7.900000,-10,,0.000000,,,0.000000,0.000000,0.200000,1.000000,1.000000,,,,,3,,3780,7,,4440,,,,,,,
07020,20201101000000,101260,-110,7,210,11.300000,285.550000,279.550000,67,8000,60,6,6,100,8,1250,36,,,101150,,,-660,,,,,,,,17.300000,17.500000,-10,,,,,-0.100000,-0.100000,-0.100000,1.000000,7.300000,,,,,8,7,1000,,,,,,,,,,
07027,20201101000000,101540,-120,6,190,3.500000,284.250000,282.550000,89,22270,61,,,100,8,3480,,,,100730,,,-700,,,,,283.150000,,,5.500000,6.500000,-10,2,0.000000,,,-0.100000,-0.100000,-0.100000,2.200000,,,,,,8,,3480,,,,,,,,,,
07037,20201101000000,101640,-10,7,190,2.900000,283.550000,282.650000,94,17170,0,,,100,8,450,,,,99810,,,-710,,,,,283.450000,,,3.600000,3.800000,-10,,0.000000,,,0.000000,0.000000,0.000000,2.400000,2.400000,,,,,7,,570,8,,720,,,,,,,
07072,20201101000000,101690,20,3,240,3.700000,289.150000,285.550000,79,20000,0,,,100,1,1250,,,,100560,,,-770,,,,,286.750000,,,6.200000,7.800000,-10,0,,,,0.000000,0.000000,-0.100000,-0.100000,-0.100000,,,,,1,,1230,3,,4380,7,,4920,,,,
07110,20201101000000,101180,-310,8,180,8.800000,285.150000,284.050000,93,11780,0,,,100,6,250,,,,100010,,,-610,,,,,282.150000,,,12.800000,12.800000,-10,1,0.000000,,,0.000000,0.400000,0.600000,0.600000,17.600000,,,,,5,,270,6,,420,6,,1560,,,,
07117,20201101000000,101190,-310,8,190,5.100000,284.750000,282.650000,87,,,,,,,,,,,100490,,,-640,,,,,,,,9.700000,10.300000,-10,,,,,0.000000,0.200000,0.200000,0.200000,9.300000,,,,,,,,,,,,,,,,,
07130,20201101000000,101650,-40,8,170,3.500000,285.350000,284.550000,95,8450,61,,,100,1,1250,,,,101200,,,-560,,,,,284.950000,,,4.800000,5.100000,-10,2,0.000000,,,0.400000,0.400000,0.400000,2.800000,3.600000,,,,,1,,1080,5,,2220,8,,3000,,,,
07139,20201101000000,101720,-20,8,190,3.700000,284.550000,283.750000,95,19250,0,,,100,1,800,,,,99980,,,-600,,,,,285.350000,,,5.400000,5.600000,-10,1,,,,0.000000,0.000000,0.000000,1.800000,1.800000,,,,,1,,870,7,,4440,8,,5160,,,,
07149,20201101000000,101770,70,1,240,3.800000,287.450000,284.050000,80,20000,1,2,2,90,5,800,35,23,,100690,,,-640,,,,,,,,6.500000,7.500000,-10,1,0.000000,0.000000,-60,0.000000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,5,6,700,6,3,4500,,,,,,,
07168,20201101000000,101820,-20,7,210,7.000000,290.050000,285.150000,73,20000,0,,,100,5,800,,,,100420,,,-690,,,,,286.450000,,,10.300000,12.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,-0.100000,0.200000,,,,,1,,660,5,,1230,7,,1620,,,,
07181,20201101000000,101920,20,0,200,3.900000,287.050000,281.650000,70,58950,0,,,100,8,800,,,,97880,,,-640,,,,,281.850000,,,6.100000,8.400000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,810,,,,,,,,,,
07190,20201101000000,102010,-20,8,180,3.800000,283.950000,282.050000,88,26350,0,,,90,7,1750,,,,100190,,,-670,,,,,279.250000,,,6.300000,6.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,,1800,4,,2460,7,,4200,,,,
07207,20201101000000,101590,-140,8,200,8.400000,288.050000,286.950000,93,,,,,,,,,,,101080,,,-530,,,,,,,,12.000000,12.000000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.800000,,,,,,,,,,,,,,,,,
07222,20201101000000,101770,0,4,210,2.700000,287.350000,287.050000,98,1780,53,,,100,8,80,,,,101460,,,-490,,,,,286.150000,,,4.200000,7.000000,-10,2,0.000000,,,0.600000,0.600000,0.600000,2.200000,2.200000,,,,,8,,90,,,,,,,,,,
07240,20201101000000,101810,-10,8,210,5.000000,288.650000,288.150000,97,6920,51,,,100,8,150,,,,100480,,,-540,,,,,287.350000,,,8.200000,9.200000,-10,2,0.000000,,,0.200000,0.800000,0.800000,0.800000,0.800000,,,,,8,,150,,,,,,,,,,
07255,20201101000000,102010,10,3,230,5.400000,289.450000,285.950000,80,19240,0,,,,,,,,,100050,,,-400,,,,,285.850000,,,10.700000,10.700000,-10,,0.000000,,,-0.100000,-0.100000,-0.100000,-0.100000,0.200000,,,,,,,,,,,,,,,,,
07280,20201101000000,102220,10,0,0,0.000000,279.850000,279.850000,100,370,44,,,100,8,1750,,,,99450,,,-420,,,,,283.650000,,,0.900000,1.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,1680,8,,3180,,,,,,,
07299,20201101000000,102300,40,3,190,2.300000,280.850000,280.450000,97,3420,10,,,,4,80,,,,98980,,,-450,,,,,279.850000,,,4.200000,5.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,4,,90,,,,,,,,,,
07314,20201101000000,101950,-20,8,220,11.100000,291.050000,287.950000,82,,,2,,,,,,,,101680,,,-330,,,,,,,,15.200000,15.200000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07335,20201101000000,101990,20,0,200,5.100000,288.450000,287.150000,92,8250,60,,,100,5,800,,,,100560,,,-350,,,,,287.250000,,,7.900000,8.500000,-10,2,0.000000,,,0.200000,0.400000,0.400000,0.400000,0.400000,,,,,4,,810,5,,1350,7,,1680,,,,
07434,20201101000000,102200,-30,6,140,1.300000,287.850000,283.650000,76,36960,0,,,100,8,1250,,,,97470,,,-150,,,,,285.150000,,,2.500000,5.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.400000,,,,,8,,1080,,,,,,,,,,
07460,20201101000000,102300,60,1,80,1.100000,285.450000,279.050000,65,46010,0,,,,0,,,,,98420,,,-180,,,,,282.250000,,,2.800000,6.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07471,20201101000000,,-70,6,250,0.900000,279.050000,275.850000,80,20000,0,,,,0,,,,,92760,,856,-190,,,,,278.350000,,,1.700000,2.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07481,20201101000000,102380,30,3,150,1.200000,283.650000,281.550000,87,20000,2,1,1,75,0,8000,30,20,11,99480,,,-230,,,,,,,,2.400000,3.700000,-10,0,0.000000,0.000000,-60,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,6,0,8000,,,,,,,,,,
07510,20201101000000,102150,-30,8,140,1.900000,286.450000,285.050000,91,28210,0,,,,0,,,,,101570,,,-200,,,,,285.350000,,,2.800000,3.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07535,20201101000000,102350,-10,0,120,2.600000,284.450000,283.150000,92,20000,0,,,90,7,4260,,,,99220,,,-90,,,,,284.250000,,,3.000000,3.300000,-10,1,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,4260,,,,,,,,,,
07558,20201101000000,102390,-80,6,10,2.300000,283.450000,281.050000,85,20000,0,,,,,,,,,94060,,,-140,,,,,280.850000,,,3.300000,3.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07577,20201101000000,102390,10,0,0,0.000000,285.250000,284.450000,95,8290,0,,,,,,,,,101490,,,-170,,,,,284.450000,,,0.000000,0.900000,-10,0,0.000000,,,0.000000,0.000000,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,
07591,20201101000000,,-20,5,40,2.200000,280.650000,275.950000,72,20000,0,,,,,,,,,92380,,863,-90,,,,,279.650000,,,3.600000,3.600000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07607,20201101000000,102220,-30,7,90,1.100000,283.950000,283.350000,96,20860,0,,,,0,,,,,101500,,,-170,,,,,285.550000,,,1.500000,2.700000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
07621,20201101000000,102350,-10,5,170,3.700000,284.850000,278.750000,66,48170,0,,,,0,,,,,98010,,,-50,,,,,282.350000,,,4.700000,4.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07627,20201101000000,102510,-80,6,240,0.800000,280.050000,278.650000,91,20000,0,,,,0,,,,,97490,,,-40,,,,,280.950000,,,1.600000,1.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07630,20201101000000,102360,-10,8,150,1.900000,283.350000,282.550000,95,3750,10,,,,0,,,,,100540,,,-80,,,,,281.750000,,,2.500000,2.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07643,20201101000000,102400,-20,7,20,1.500000,281.350000,280.750000,96,2620,10,,,,0,,,,,102300,,,-110,,,,,277.850000,,,2.600000,3.600000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
07650,20201101000000,102370,-20,8,0,0.000000,288.350000,285.250000,82,9440,0,,,100,8,450,,,,101990,,,-120,,,,,284.250000,,,0.800000,2.000000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,510,,,,,,,,,,
07661,20201101000000,,,,330,4.300000,,,,20000,1,0,,25,0,6000,30,20,12,,,,,,,,,,,,5.900000,5.900000,-10,,,,,,,,,,,,,,2,0,6000,,,,,,,,,,
07690,20201101000000,102320,-50,6,320,1.400000,289.050000,285.950000,82,20000,1,2,2,100,8,800,35,,,102010,,,-210,,,,,288.250000,,,2.100000,3.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,6,800,7,6,1000,,,,,,,
07747,20201101000000,102380,-50,8,230,1.100000,281.550000,280.750000,95,7050,0,,,,0,,,,,101840,,,-70,,,,,283.250000,,,1.800000,2.300000,-10,0,0.000000,,,0.000000,0.000000,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,
07761,20201101000000,102480,10,2,50,1.700000,287.550000,285.250000,86,15450,0,,,100,8,450,,,,102370,,,-50,,,,,287.850000,,,2.700000,3.200000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,330,,,,,,,,,,
07790,20201101000000,102400,-10,7,220,2.300000,288.150000,284.550000,79,41590,0,,,,3,800,,,,102260,,,-120,,,,,288.650000,,,3.300000,4.000000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,,,,,,3,,750,,,,,,,,,,
61968,20201101000000,101280,140,6,90,4.600000,298.150000,294.050000,78,,,,,,,,,,,101230,,,-50,,297.950000,,304.050000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61972,20201101000000,101420,180,6,190,3.600000,296.250000,292.850000,81,,,,,,,,,,,101350,,,-190,,295.950000,,302.150000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61976,20201101000000,101510,120,6,160,6.600000,296.050000,287.650000,59,,,,,,,,,,,101420,,,-40,,294.250000,,300.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61980,20201101000000,101560,-120,6,200,3.500000,290.050000,284.350000,69,60000,0,,,,0,,,,,101410,,,-260,,,,,,,,4.600000,4.900000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61996,20201101000000,102620,160,6,300,7.500000,283.850000,278.850000,71,,,,,,,,,,,102260,,,-870,,282.250000,,287.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61997,20201101000000,,40,5,60,1.600000,276.250000,,,,,,,,,,,,,98720,,,-690,,275.050000,,280.150000,,,,,,,,,,,0.000000,0.200000,3.600000,3.800000,3.800000,,,,,,,,,,,,,,,,,
61998,20201101000000,100890,50,1,280,6.700000,274.750000,267.850000,60,,,,,,,,,,,100520,,,1330,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,
67005,20201101000000,101330,-140,6,340,3.100000,297.650000,293.950000,80,20000,0,,,,0,,,,,101250,,,-60,,,,,,,,5.200000,5.800000,-10,,,,,0.000000,0.000000,0.000000,0.000000,2.200000,,,,,,,,,,,,,,,,,
71805,20201101000000,102520,340,1,310,8.100000,275.150000,268.150000,60,50000,3,2,2,75,6,1250,35,20,10,102430,,,1760,,,,,274.850000,,,13.000000,15.300000,-10,0,0.000000,0.000000,-60,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,6,6,1170,,,,,,,,,,
78890,20201101000000,101410,120,3,80,12.100000,301.250000,296.850000,77,,,,,,,,,,,101090,,,40,,300.550000,,302.750000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
78894,20201101000000,101510,140,1,70,3.700000,300.450000,295.450000,74,,,,,,,,,,,101000,,,50,,299.250000,,304.750000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
78897,20201101000000,101460,130,3,110,3.200000,299.450000,296.550000,84,16640,,,,,,,,,,101370,,,70,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
78922,20201101000000,101350,120,2,110,6.400000,298.950000,298.450000,97,,,,,,,,,,,100910,,,10,,297.850000,,302.250000,,,,,,,,,,,1.600000,3.800000,10.500000,11.300000,11.300000,,,,,,,,,,,,,,,,,
78925,20201101000000,101320,90,3,70,3.300000,298.950000,297.950000,94,38020,0,,,100,5,450,,,,101230,,,10,,,,,,,,7.800000,9.600000,-10,,,,,2.000000,10.000000,11.600000,19.600000,19.600000,,,,,3,,480,4,,900,5,,1290,,8,,
81401,20201101000000,101110,150,3,70,2.200000,299.150000,297.750000,92,,,,,,,,,,,101050,,,60,,297.350000,,306.650000,,,,,,,,,,,0.000000,0.000000,0.000000,1.000000,1.000000,,,,,,,,,,,,,,,,,
81405,20201101000000,101120,30,2,0,0.000000,298.050000,298.050000,100,34980,0,,,,5,450,,,,101030,,,10,305.850000,,305.850000,,299.850000,,,0.000000,1.600000,-10,,,,,0.200000,1.600000,1.800000,1.800000,1.800000,,,,,2,,330,4,,540,5,,690,,,,
81408,20201101000000,101150,150,3,310,0.700000,298.150000,297.950000,99,,,,,,,,,,,101070,,,40,,296.450000,,306.650000,,,,,,,,,,,0.000000,0.200000,9.100000,10.300000,10.500000,,,,,,,,,,,,,,,,,
81415,20201101000000,101130,160,3,50,1.700000,298.650000,296.150000,86,,,,,,,,,,,99910,,,-20,,295.650000,,308.450000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
89642,20201101000000,97600,50,2,320,0.500000,266.950000,254.950000,34,30000,,,,0,,2500,,,,97070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07005,20201101030000,101340,-220,8,170,3.200000,283.550000,282.450000,93,19080,0,,,,,,,,,100470,,,-790,,,,,282.050000,,,6.300000,6.500000,-10,1,0.000000,,,-0.100000,0.600000,0.600000,1.400000,2.000000,,,,,,,,,,,,,,,,,
07015,20201101030000,101410,-180,6,180,4.600000,283.850000,282.250000,90,19750,0,,,100,8,2250,,,,100840,,,-750,,,,,281.050000,,,6.400000,6.700000,-10,2,0.000000,,,0.600000,0.800000,0.800000,1.800000,1.800000,,,,,7,,2100,8,,2460,,,,,,,
07020,20201101030000,100870,-390,8,190,10.000000,286.650000,282.850000,78,,,,,,,,,,,100760,,,-780,,,,,,,,14.500000,16.700000,-10,,,,,-0.100000,-0.100000,-0.100000,-0.100000,7.300000,,,,,,,,,,,,,,,,,
07027,20201101030000,101250,-280,8,190,6.500000,285.450000,283.350000,87,36780,0,,,100,8,1750,,,,100450,,,-720,,,,,283.150000,,,9.100000,9.100000,-10,2,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,,,,,,4,,1980,7,,2400,8,,3240,,,,
07037,20201101030000,101430,-210,8,160,3.800000,283.650000,283.450000,99,11230,0,,,100,1,150,,,,99600,,,-710,,,,,283.450000,,,5.400000,5.400000,-10,,0.000000,,,-0.100000,1.200000,1.200000,3.200000,3.600000,,,,,1,,120,8,,1800,,,,,,,
07072,20201101030000,101660,-30,8,230,2.900000,287.550000,284.850000,84,20000,0,,,100,8,800,,,,100530,,,-700,,,,,286.450000,,,4.900000,5.900000,-10,0,,,,0.000000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,1,,630,8,,840,,,,,,,
07110,20201101030000,100770,-390,8,200,10.000000,288.150000,287.650000,97,3070,61,,,100,8,150,,,,99620,,,-740,,,,,282.150000,,,18.500000,18.500000,-10,2,0.000000,,,1.600000,2.800000,3.200000,3.400000,20.200000,,,,,8,,120,,,,,,,,,,
07117,20201101030000,100770,-410,8,190,7.400000,287.850000,285.750000,87,,,,,,,,,,,100080,,,-790,,,,,,,,13.200000,13.300000,-10,,,,,0.000000,0.000000,0.200000,0.200000,9.300000,,,,,,,,,,,,,,,,,
07130,20201101030000,101270,-370,7,180,6.400000,287.350000,287.050000,98,9880,0,,,100,8,150,,,,100830,,,-720,,,,,284.950000,,,10.000000,10.000000,-10,2,0.000000,,,0.000000,0.200000,0.600000,0.600000,3.800000,,,,,8,,150,,,,,,,,,,
07139,20201101030000,101530,-190,6,170,4.100000,284.950000,284.450000,97,13830,0,,,100,8,150,,,,99790,,,-600,,,,,285.350000,,,5.900000,5.900000,-10,1,,,,0.000000,0.200000,0.200000,0.800000,2.000000,,,,,8,,150,,,,,,,,,,
07149,20201101030000,101670,-100,8,210,3.500000,286.650000,283.950000,84,39130,0,6,2,100,1,800,,,,100590,,,-620,,,,,,,,5.800000,6.400000,-10,,0.000000,,,-0.100000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,1,,900,8,,3060,,8,,,,,
07168,20201101030000,101760,-60,8,210,6.600000,289.150000,286.850000,86,20000,61,,,100,7,450,,,,100360,,,-650,,,,,286.450000,,,9.200000,10.000000,-10,1,0.000000,,,-0.100000,-0.100000,-0.100000,-0.100000,0.200000,,,,,3,,540,7,,930,7,,1200,,8,,
07181,20201101030000,101870,-70,8,200,5.300000,285.550000,284.950000,96,5380,58,,,100,8,450,,,,97810,,,-580,,,,,281.850000,,,7.800000,7.800000,-10,,,,,0.200000,0.600000,0.600000,0.600000,0.600000,,,,,1,,390,3,,690,8,,1110,,,,
07190,20201101030000,101980,-20,5,210,3.200000,285.450000,282.250000,81,32860,0,,,100,8,1250,,,,100170,,,-580,,,,,279.250000,,,5.300000,6.000000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1050,,,,,,,,,,
07207,20201101030000,101310,-280,6,220,12.400000,289.450000,289.150000,98,,,,,,,,,,,100800,,,-590,,,,,,,,20.300000,21.800000,-10,,,,,0.400000,0.800000,0.800000,0.800000,1.600000,,,,,,,,,,,,,,,,,
07222,20201101030000,101550,-220,6,210,6.900000,289.950000,289.350000,96,7300,61,,,100,8,250,,,,101240,,,-520,,,,,286.150000,,,12.700000,13.200000,-10,2,0.000000,,,1.000000,2.000000,2.600000,2.800000,4.200000,,,,,8,,240,,,,,,,,,,
07240,20201101030000,101700,-110,8,220,5.300000,288.750000,288.250000,97,3200,63,,,100,8,150,,,,100370,,,-500,,,,,287.350000,,,8.800000,9.500000,-10,2,0.000000,,,1.200000,1.600000,2.400000,2.400000,2.400000,,,,,8,,150,,8,,,,,,,,
07255,20201101030000,101920,-90,8,250,5.600000,289.450000,286.950000,85,20000,61,,,,,,,,,99960,,,-330,,,,,285.850000,,,11.000000,11.000000,-10,,0.000000,,,0.200000,0.200000,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,
07280,20201101030000,102100,-90,8,160,3.200000,283.050000,283.050000,100,9010,0,,,100,8,2640,,,,99360,,,-390,,,,,283.650000,,,5.400000,5.400000,-10,,0.000000,,,-0.100000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,5,,2640,8,,4080,,,,,,,
07299,20201101030000,102230,-60,6,160,3.700000,281.150000,280.550000,96,9140,0,,,100,8,1750,,,,98920,,,-380,,,,,279.850000,,,5.100000,5.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,,1620,8,,6660,,,,,,,
07314,20201101030000,101890,-60,8,210,5.500000,289.950000,288.250000,90,12000,2,2,,100,8,1750,35,,,101620,,,-260,,,,,,,,7.400000,7.400000,-10,0,,,,0.400000,0.400000,0.400000,0.400000,0.400000,,,,,8,6,1500,,,,,,,,,,
07335,20201101030000,101890,-100,8,200,5.700000,288.450000,285.950000,85,24510,0,,,100,1,1250,,,,100460,,,-330,,,,,287.250000,,,7.700000,10.100000,-10,2,0.000000,,,-0.100000,0.200000,0.600000,0.600000,0.600000,,,,,1,,1350,4,,2280,7,,2820,,,,
07434,20201101030000,102060,-150,7,160,4.200000,286.850000,283.250000,79,34750,0,,,100,8,2760,,,,97320,,,-220,,,,,285.150000,,,7.700000,7.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,8,,2760,,,,,,,,,,
07460,20201101030000,102170,-130,8,190,6.700000,285.050000,278.850000,66,47070,0,,,90,7,4800,,,,98290,,,-180,,,,,282.250000,,,10.700000,12.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,4800,,,,,,,,,,
07471,20201101030000,,-20,8,210,1.000000,277.450000,275.350000,86,20000,0,,,,0,,,,,92740,,854,-60,,,,,277.750000,,,2.100000,2.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07481,20201101030000,102380,0,5,160,3.300000,283.450000,282.250000,92,15000,3,0,0,10,1,150,36,23,11,99480,,,-110,,,,,,,,4.300000,4.300000,-10,0,0.000000,0.000000,-30,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,7,100,1,3,4000,1,0,8000,,,,
07510,20201101030000,102040,-110,7,120,1.200000,286.050000,284.250000,89,32270,0,,,100,8,3180,,,,101460,,,-220,,,,,285.350000,,,1.900000,4.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,,3180,3,,5460,8,,7320,,,,
07535,20201101030000,102210,-130,8,120,1.300000,285.550000,283.750000,89,20000,0,,,100,8,4260,,,,99090,,,-160,,,,,284.050000,,,2.100000,3.600000,-10,1,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,,4260,8,,7320,,,,,,,
07558,20201101030000,102410,-40,8,10,1.000000,281.350000,279.650000,89,20000,0,,,,,,,,,94020,,,-80,,,,,280.050000,,,1.600000,2.500000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07577,20201101030000,102360,-30,6,30,0.900000,285.350000,284.450000,94,8590,0,,,,,,,,,101460,,,-130,,,,,284.450000,,,1.500000,1.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.200000,0.200000,,,,,,,,,,,,,,,,,
07591,20201101030000,,-80,7,40,3.100000,281.350000,274.450000,62,20000,0,,,,,,,,,92300,,856,-160,,,,,279.650000,,,5.500000,8.000000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07607,20201101030000,102120,-100,7,30,1.200000,282.850000,282.050000,95,26190,0,,,,5,7320,,,,101400,,,-180,,,,,285.050000,,,1.800000,2.400000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,5,,7320,,,,,,,,,,
07621,20201101030000,102180,-160,8,170,3.700000,284.950000,277.650000,61,49870,0,,,,0,,,,,97850,,,-150,,,,,282.350000,,,4.500000,5.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07627,20201101030000,102360,-90,8,140,3.100000,282.950000,277.350000,68,20000,0,,,,0,,,,,97400,,,-50,,,,,280.750000,,,5.800000,5.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07630,20201101030000,102290,-90,8,170,2.200000,280.550000,279.950000,96,2950,10,,,,0,,,,,100450,,,-90,,,,,281.450000,,,2.700000,2.700000,-10,1,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07643,20201101030000,102370,-30,6,360,3.400000,286.350000,285.550000,95,10480,0,,,100,8,450,,,,102270,,,-80,,,,,277.350000,,,5.300000,5.300000,-10,,,,,0.200000,0.200000,0.200000,0.200000,0.400000,,,,,8,,420,,,,,,,,,,
07650,20201101030000,102300,-80,6,30,2.200000,287.750000,284.750000,82,15400,0,,,100,8,450,,,,101910,,,-150,,,,,284.250000,,,2.900000,3.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,510,,,,,,,,,,
07661,20201101030000,,,,10,3.300000,,,,20000,3,2,,75,6,2500,35,20,10,,,,,,,,,,,,5.300000,5.500000,-10,,,,,,,,,,,,,,6,6,2500,,,,,,,,,,
07690,20201101030000,102250,-70,6,350,3.800000,288.250000,284.850000,80,30000,2,2,2,90,7,,35,,,101940,,,-230,,,,,287.350000,,,5.300000,5.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,6,950,,,,,,,,,,
07747,20201101030000,102350,-30,5,0,0.000000,280.650000,279.950000,95,10740,0,,,,0,,,,,101810,,,-70,,,,,282.750000,,,0.800000,1.500000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.200000,0.200000,,,,,,,,,,,,,,,,,
07761,20201101030000,102370,-110,8,60,3.900000,286.150000,283.550000,84,24970,0,,,100,8,450,,,,102260,,,-120,,,,,286.750000,,,5.700000,5.700000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,390,,,,,,,,,,
07790,20201101030000,102350,-50,8,250,3.700000,288.550000,284.150000,75,47910,0,,,100,8,800,,,,102210,,,-140,,,,,288.450000,,,5.400000,6.000000,-10,,0.000000,,,0.000000,,,,,,,,,8,,810,,,,,,,,,,
61968,20201101030000,101460,180,3,80,5.500000,298.250000,293.950000,77,,,,,,,,,,,101410,,,-20,,297.950000,,304.050000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
