numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,
81415,20201119180000,100900,350,6,100,1.300000,303.450000,297.650000,71,,,,,,,,,,,99710,,,0,,,,,,,,,,,,,,,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,
89642,20201119180000,99350,-50,7,130,14.400000,267.750000,256.250000,36,,,,,,,,,,,98810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07005,20201119210000,103450,170,3,320,2.100000,278.050000,277.050000,93,19840,0,,,,,,,,,102540,,,1480,,,,,277.650000,,,2.600000,5.300000,-10,1,0.000000,,,0.000000,0.200000,0.900000,4.700000,4.900000,,,,,,,,,,,,,,,,,
07015,20201119210000,103340,250,1,270,2.600000,280.150000,278.450000,89,19940,0,,,100,8,800,,,,102750,,,1590,,,,,277.350000,,,3.100000,8.100000,-10,2,0.000000,,,0.200000,0.600000,1.800000,2.000000,2.400000,,,,,4,,810,7,,1050,8,,1320,,,,
07020,20201119210000,103590,40,3,320,6.500000,283.750000,277.250000,64,16000,1,0,,40,3,800,32,20,10,103480,,,1430,,,,,,,,8.500000,9.300000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,3,8,900,,,,,,,,,,
07027,20201119210000,103620,110,3,300,2.300000,279.250000,277.450000,88,20000,0,,,,3,800,,,,102780,,,1340,,,,,279.450000,,,3.900000,6.700000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.400000,,,,,1,,690,3,,990,,,,,,,
07037,20201119210000,103510,190,3,340,2.900000,279.950000,278.750000,92,45250,0,,,75,6,800,,,,101620,,,1440,,,,,279.250000,,,4.600000,4.600000,-10,,0.000000,,,0.000000,0.600000,1.400000,1.800000,2.800000,,,,,2,,600,6,,750,,,,,,,
07072,20201119210000,103280,230,2,310,3.500000,280.850000,279.750000,93,20000,0,,,100,5,800,,,,102100,,,1150,,,,,280.150000,,,5.100000,5.800000,-10,,,,,0.000000,0.200000,1.600000,1.800000,2.600000,,,,,1,,990,5,,1470,8,,1680,,,,
07110,20201119210000,103880,20,3,260,0.600000,280.050000,277.750000,85,17430,0,,,,2,3300,,,,102650,,,1250,,,,,275.350000,,,0.800000,2.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,,3300,,,,,,,,,,
07117,20201119210000,103800,20,3,290,3.700000,282.750000,275.850000,62,,,,,,,,,,,103080,,,1350,,,,,,,,6.700000,8.900000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
07130,20201119210000,103820,130,3,270,2.900000,279.750000,276.850000,82,22750,0,,,75,5,1250,,,,103350,,,1350,,,,,278.050000,,,4.100000,5.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,5,,1170,6,,6900,,,,,,,
07139,20201119210000,103650,120,3,280,3.200000,279.850000,276.950000,82,20000,0,,,75,6,1250,,,,101840,,,1400,,,,,282.250000,,,5.100000,5.200000,-10,1,,,,0.000000,0.000000,0.000000,0.000000,0.400000,,,,,4,,1200,6,,1470,,,,,,,
07149,20201119210000,103400,120,3,300,2.800000,280.950000,278.950000,87,25000,25,8,6,90,7,800,35,,,102280,,,1210,,,,,,,,4.800000,5.700000,-10,1,0.000000,0.000000,-30,-0.100000,-0.100000,-0.100000,0.200000,1.000000,,,,,7,6,630,,,,,,,,,,
07168,20201119210000,103310,90,3,270,4.800000,280.750000,279.250000,90,20000,0,,,90,7,800,,,,101850,,,990,,,,,278.050000,,,6.500000,7.000000,-10,1,0.000000,,,0.000000,0.200000,2.200000,2.400000,3.800000,,,,,5,,690,7,,960,7,,1500,,,,
07181,20201119210000,103190,150,2,280,2.700000,279.750000,278.650000,93,54160,0,,,100,8,450,,,,98990,,,780,,,,,279.950000,,,3.900000,4.900000,-10,,,,,0.000000,0.200000,0.600000,0.600000,3.600000,,,,,8,,300,,,,,,,,,,
07190,20201119210000,103110,100,1,210,2.300000,279.550000,277.050000,84,60000,0,,,90,5,800,,,,101230,,,690,,,,,277.750000,,,3.300000,4.600000,-10,1,0.000000,,,0.000000,0.200000,0.200000,0.200000,0.200000,,,,,1,,840,5,,1020,7,,1620,,,,
07207,20201119210000,103900,80,1,360,2.500000,282.650000,277.450000,70,,,,,,,,,,,103360,,,1270,,,,,,,,3.600000,4.100000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07222,20201119210000,103810,90,2,300,0.800000,280.250000,277.050000,80,18870,0,,,100,8,4380,,,,103480,,,1420,,,,,275.350000,,,1.300000,2.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,6,,4380,8,,5160,,,,,,,
07240,20201119210000,103650,80,1,290,2.100000,278.750000,276.750000,87,37970,0,,,,0,,,,,102240,,,1230,,,,,278.850000,,,3.000000,3.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,2.000000,,,,,,,,,,,,,,,,,
07255,20201119210000,103590,80,1,270,2.000000,280.050000,277.050000,81,20000,0,,,,,,,,,101520,,,1020,,,,,278.750000,,,3.200000,3.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,
07280,20201119210000,103310,50,2,300,2.700000,281.050000,277.650000,79,59970,0,,,100,6,800,,,,100520,,,740,,,,,282.350000,,,4.900000,6.600000,-10,0,0.000000,,,0.000000,0.000000,-0.100000,-0.100000,1.200000,,,,,1,,810,6,,1170,7,,1620,,,,
07299,20201119210000,103220,70,3,240,4.500000,280.250000,277.350000,82,30000,25,2,2,90,5,1250,38,27,,99860,,,610,,,,,278.550000,,,7.200000,8.600000,-10,1,0.000000,0.000000,-30,0.000000,-0.100000,0.200000,0.600000,1.800000,,,,,2,8,1000,5,6,2200,7,3,3200,,,,
07314,20201119210000,103810,40,3,340,6.400000,285.250000,278.850000,65,15000,1,0,,25,2,450,32,20,10,103530,,,1190,,,,,,,,8.900000,8.900000,-10,0,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,8,400,,,,,,,,,,
07335,20201119210000,103740,60,1,290,2.400000,278.650000,275.150000,78,17620,0,,,,2,7500,,,,102230,,,1140,,,,,278.850000,,,3.800000,3.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,1.200000,,,,,2,,7500,,,,,,,,,,
07434,20201119210000,103710,30,0,330,2.600000,278.750000,275.950000,82,19980,0,,,,5,1250,,,,98750,,,810,,,,,280.050000,,,4.800000,5.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,3.000000,,,,,5,,1260,5,,7260,,,,,,,
07460,20201119210000,103530,70,0,320,3.900000,281.050000,274.850000,65,48330,0,,,75,6,1750,,,,99540,,,850,,,,,279.250000,,,7.900000,8.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,6,,1980,,,,,,,,,,
07471,20201119210000,,0,0,320,4.800000,277.450000,273.450000,75,20000,0,,,100,8,800,,,,93480,,919,410,,,,,276.650000,,,7.500000,8.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.400000,0.400000,,,,,8,,720,,,,,,,,,,
07481,20201119210000,103380,20,1,330,3.600000,280.450000,278.050000,85,59410,0,6,6,100,6,800,,,,100420,,,630,,,,,,,,5.400000,11.900000,-10,1,,,,0.200000,0.200000,0.200000,0.600000,0.600000,,,,,2,,960,5,,1230,6,,1410,,,,
07510,20201119210000,103810,60,1,260,1.100000,281.850000,280.650000,92,15180,0,,,100,8,800,,,,103210,,,1010,,,,,282.750000,,,1.700000,1.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.800000,,,,,1,,960,8,,1260,,,,,,,
07535,20201119210000,103710,40,0,270,0.900000,280.550000,276.950000,78,20000,0,,,100,8,1250,,,,100490,,,780,,,,,281.550000,,,2.600000,2.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,2.200000,,,,,8,,1350,,,,,,,,,,
07558,20201119210000,103460,60,1,350,7.500000,277.350000,273.850000,78,20000,0,,,,,,,,,94860,,,370,,,,,276.850000,,,12.500000,14.800000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.400000,,,,,,,,,,,,,,,,,
07577,20201119210000,103070,10,0,20,6.500000,283.850000,276.650000,61,20000,0,,,,,,,,,102160,,,190,,,,,281.850000,,,11.300000,12.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
07591,20201119210000,,-30,8,0,0.000000,276.950000,274.450000,84,20000,0,,,,,,,,,92190,,847,-560,,,,,277.150000,,,0.800000,1.600000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07607,20201119210000,103880,80,3,270,0.800000,281.650000,279.650000,87,32890,0,,,90,7,1250,,,,103140,,,1040,,,,,284.150000,,,1.300000,1.500000,-10,,0.000000,,,0.000000,0.000000,0.000000,-0.100000,3.000000,,,,,7,,1380,,,,,,,,,,
07621,20201119210000,103910,160,3,270,2.800000,282.350000,280.450000,88,24000,0,,,100,8,800,,,,99470,,,960,,,,,282.950000,,,4.600000,5.800000,-10,,0.000000,,,0.000000,0.000000,0.400000,7.100000,7.100000,,,,,1,,840,8,,1140,,,,,,,
07627,20201119210000,103860,120,3,0,0.000000,281.350000,280.750000,96,12890,0,,,100,8,450,,,,98800,,,880,,,,,283.250000,,,1.600000,1.600000,-10,1,0.000000,,,0.200000,0.200000,1.000000,4.800000,4.800000,,,,,7,,420,8,,660,,,,,,,
07630,20201119210000,103780,90,3,310,2.700000,281.050000,277.950000,81,26020,0,,,,0,,,,,101920,,,890,,,,,281.850000,,,4.000000,5.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.600000,1.400000,,,,,,,,,,,,,,,,,
07643,20201119210000,103120,160,1,310,4.800000,284.650000,274.850000,51,60000,0,,,,0,,,,,103020,,,240,,,,,278.650000,,,6.600000,7.400000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07650,20201119210000,102630,120,0,320,16.400000,285.150000,275.050000,50,59570,0,,,,0,,,,,102240,,,-240,,,,,281.450000,,,23.700000,24.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07661,20201119210000,,,,290,12.200000,,,,40000,2,0,,0,0,,30,20,10,,,,,,,,,,,,17.000000,22.800000,-10,,,,,,,,,,,,,,,,,,,,,,,,,,
07690,20201119210000,101740,-170,6,330,3.200000,287.350000,283.550000,78,30000,1,2,2,100,7,800,35,,,101430,,,-1030,,,,,286.450000,,,4.300000,5.000000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,3,6,610,7,6,990,,,,,,,
07747,20201119210000,103340,40,3,310,9.300000,285.550000,276.750000,55,59770,0,,,,0,,,,,102800,,,450,,,,,284.350000,,,18.900000,18.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07761,20201119210000,101930,-190,6,50,2.400000,286.950000,283.350000,79,33360,0,,,100,8,800,,,,101820,,,-840,,,,,285.050000,,,3.200000,4.100000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,6,,900,8,,1140,,,,,,,
07790,20201119210000,101780,-210,7,230,2.100000,282.750000,281.550000,92,32300,0,,,,0,,,,,101630,,,-980,,,,,285.050000,,,2.600000,3.200000,-10,,0.000000,,,0.000000,,,,,,,,,,,,,,,,,,,,,
61968,20201119210000,101040,100,8,60,3.000000,299.050000,295.150000,79,,,,,,,,,,,100990,,,-20,,298.850000,,304.150000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61972,20201119210000,101120,0,0,150,2.300000,296.950000,294.450000,86,,,,,,,,,,,101050,,,140,,295.750000,,301.850000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61976,20201119210000,101130,100,8,100,6.100000,298.250000,295.350000,84,,,,,,,,,,,101040,,,10,,296.450000,,302.650000,,,,,,,,,,,0.000000,0.000000,0.600000,0.600000,0.600000,,,,,,,,,,,,,,,,,
61980,20201119210000,101270,-90,8,120,3.800000,295.850000,287.650000,60,54850,0,,,100,8,1750,,,,101120,,,-10,,,,,,,,5.900000,5.900000,-10,,,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,8,,1620,,,,,,,,,,
61996,20201119210000,100760,80,8,300,8.200000,287.050000,286.250000,95,,,,,,,,,,,100420,,,-270,,286.150000,,289.550000,,,,,,,,,,,0.000000,0.000000,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,
61997,20201119210000,99390,40,6,230,8.700000,275.050000,273.750000,91,,,,,,,,,,,97610,,,-70,,274.350000,,279.550000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
61998,20201119210000,98050,30,1,300,8.700000,274.350000,271.250000,80,,,,,,,,,,,97690,,,-580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67005,20201119210000,101010,-100,8,340,3.600000,300.050000,295.850000,78,20000,0,,,,0,,,,,100930,,,0,,,,,,,,6.200000,7.400000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
71805,20201119210000,102540,270,1,310,9.900000,273.150000,266.050000,59,12000,2,2,2,75,6,450,38,20,10,102450,,,1290,,,,,272.950000,,,16.600000,19.300000,-10,12,-0.010000,0.010000,-30,0.200000,0.600000,0.800000,1.000000,1.000000,,,,,5,8,500,6,6,1300,,,,,,,
78890,20201119210000,101310,50,6,90,8.400000,300.550000,296.950000,81,,,,,,,,,,,100990,,,-30,,298.850000,,302.650000,,,,,,,,,,,0.000000,0.000000,1.000000,1.000000,1.000000,,,,,,,,,,,,,,,,,
78894,20201119210000,101390,20,5,60,7.800000,301.250000,296.350000,75,,,,,,,,,,,100880,,,30,,298.950000,,303.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
78897,20201119210000,101350,-10,5,90,3.800000,300.450000,296.450000,79,50820,,,,,,,,,,101260,,,0,,,,,,,,,,,,,,,0.000000,1.200000,1.800000,1.800000,1.800000,,,,,,,,,,,,,,,,,
78922,20201119210000,101310,40,5,130,8.900000,300.550000,296.750000,80,,,,,,,,,,,100870,,,0,,298.250000,,301.950000,,,,,,,,,,,0.000000,0.000000,0.200000,2.800000,2.800000,,,,,,,,,,,,,,,,,
78925,20201119210000,101270,-30,5,120,4.900000,300.250000,297.350000,84,31420,0,,,90,4,800,,,,101180,,,-10,,,,,,,,8.700000,13.400000,-10,,,,,0.200000,0.200000,0.200000,0.800000,0.800000,,,,,2,,690,4,,1320,5,,1860,,8,,
81401,20201119210000,100950,20,6,70,1.300000,298.350000,297.450000,95,,,,,,,,,,,100890,,,70,,296.950000,,303.450000,,,,,,,,,,,0.400000,1.200000,1.200000,2.600000,37.100000,,,,,,,,,,,,,,,,,
81405,20201119210000,101020,-10,5,0,0.000000,298.950000,298.050000,95,60000,0,,,100,8,4740,,,,100930,,,100,,,,,299.850000,,,0.500000,1.000000,-10,,,,,0.000000,0.000000,-0.100000,1.600000,2.800000,,,,,7,,4740,8,,6780,,,,,,,
81408,20201119210000,101010,10,3,100,0.500000,298.650000,297.050000,91,,,,,,,,,,,100930,,,130,,296.750000,,301.550000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,
81415,20201119210000,100990,70,3,10,1.200000,300.050000,298.050000,89,,,,,,,,,,,99780,,,70,,,,,,,,,,,,,,,0.800000,0.800000,0.800000,,,,,,,,,,,,,,,,,,,
89642,20201119210000,99450,100,3,120,9.300000,269.250000,256.650000,33,30000,,,,90,,1750,,,,98910,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1500,7,3,1800,,,,,,,
07005,20201120000000,103620,170,1,280,1.200000,278.350000,276.850000,90,20000,0,,,,,,,,,102710,,,1460,,,,,276.350000,,,1.400000,2.900000,-10,1,0.000000,,,0.000000,0.000000,0.200000,3.500000,4.900000,,,,,,,,,,,,,,,,,
07015,20201120000000,103500,160,1,260,3.400000,278.050000,276.750000,91,27770,0,,,,1,1750,,,,102910,,,1500,,,,,274.750000,,,3.800000,4.100000,-10,,0.000000,,,0.000000,0.000000,0.600000,2.000000,2.200000,,,,,1,,1860,,,,,,,,,,
07020,20201120000000,103700,110,0,340,5.500000,283.550000,276.350000,61,14000,1,2,,60,5,800,32,20,10,103590,,,1380,,,,,,,,7.300000,9.100000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,5,8,900,,,,,,,,,,
07027,20201120000000,103720,100,1,270,4.000000,280.050000,277.850000,86,20000,0,,,90,1,800,,,,102880,,,1240,,,,,279.450000,,,5.700000,6.400000,-10,2,0.000000,,,0.000000,0.200000,0.200000,0.200000,0.200000,,,,,1,,960,6,,1800,7,,6600,,,,
07037,20201120000000,103690,150,1,360,1.000000,276.450000,276.150000,98,13210,0,,,100,8,1750,,,,101770,,,1310,,,,,276.850000,,,1.200000,1.800000,-10,,0.000000,,,0.000000,0.000000,0.600000,1.600000,1.800000,,,,,5,,1800,8,,2160,,,,,,,
07072,20201120000000,103460,170,3,330,3.100000,279.550000,278.650000,94,13900,0,,,,3,1750,,,,102270,,,1300,,,,,278.550000,,,4.500000,4.500000,-10,1,,,,0.000000,-0.100000,0.200000,1.800000,2.600000,,,,,1,,1620,3,,2340,,,,,,,
07110,20201120000000,103940,60,1,290,1.500000,278.850000,277.150000,89,14930,0,,,90,1,800,,,,102710,,,1080,,,,,275.050000,,,2.100000,2.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,,990,7,,2160,,,,,,,
07117,20201120000000,103860,60,1,290,3.100000,283.050000,277.250000,67,,,,,,,,,,,103140,,,1220,,,,,,,,5.900000,7.600000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
07130,20201120000000,103850,30,3,230,1.100000,278.750000,276.450000,85,23430,0,,,90,7,1250,,,,103380,,,1110,,,,,277.550000,,,1.600000,2.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,1290,,,,,,,,,,
07139,20201120000000,103740,80,2,300,0.600000,278.150000,276.350000,88,20000,0,,,100,8,4860,,,,101920,,,1200,,,,,281.750000,,,1.100000,1.900000,-10,1,,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,1,,4860,8,,6780,,,,,,,
07149,20201120000000,103580,180,1,350,4.300000,281.150000,279.450000,89,12000,58,6,5,90,7,450,38,,,102460,,,1270,,,,,,,,6.700000,7.900000,-10,1,0.000000,0.000000,-60,-0.100000,-0.100000,-0.100000,-0.100000,1.000000,,,,,4,8,360,5,6,540,,,,,,,
07168,20201120000000,103460,140,3,320,3.000000,279.450000,278.550000,94,19910,0,,,90,7,450,,,,101990,,,1100,,,,,276.550000,,,4.200000,5.700000,-10,1,0.000000,,,0.000000,0.000000,0.200000,2.400000,3.800000,,,,,7,,390,,,,,,,,,,
07181,20201120000000,103310,110,3,320,2.900000,279.450000,278.850000,96,19940,0,,,100,8,250,,,,99100,,,900,,,,,279.950000,,,4.800000,5.700000,-10,,,,,-0.100000,-0.100000,0.200000,0.600000,3.600000,,,,,7,,270,8,,390,,8,,,,,
07190,20201120000000,103170,70,3,310,3.200000,280.250000,278.350000,88,15000,0,,,100,6,1250,,,,101300,,,770,,,,,276.850000,,,5.200000,5.200000,-10,1,0.000000,,,-0.100000,-0.100000,0.200000,0.200000,0.200000,,,,,6,,1320,8,,1560,,8,,,,,
07207,20201120000000,103930,30,2,10,2.700000,281.650000,277.250000,74,,,,,,,,,,,103390,,,1010,,,,,,,,3.400000,4.000000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07222,20201120000000,103840,30,3,310,1.200000,278.850000,276.150000,83,17610,0,,,,0,,,,,103510,,,1050,,,,,275.350000,,,2.300000,3.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07240,20201120000000,103750,90,3,290,1.800000,277.250000,275.950000,91,18810,0,,,100,8,7020,,,,102330,,,1280,,,,,278.350000,,,2.800000,3.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,1.200000,,,,,8,,7020,,,,,,,,,,
07255,20201120000000,103650,50,3,310,1.700000,278.050000,276.050000,87,20000,0,,,,,,,,,101570,,,1030,,,,,277.150000,,,2.500000,3.500000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,
07280,20201120000000,103330,10,3,300,3.500000,280.350000,278.850000,90,60000,0,,,90,7,450,,,,100530,,,700,,,,,282.350000,,,5.200000,5.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,-0.100000,1.200000,,,,,1,,480,7,,1290,7,,1500,,,,
07299,20201120000000,103170,-50,5,250,4.600000,279.450000,277.150000,85,60000,0,2,2,100,8,1250,,,,99810,,,540,,,,,277.650000,,,6.600000,6.600000,-10,1,0.000000,,,0.000000,0.000000,-0.100000,0.200000,1.800000,,,,,6,,1260,8,,1500,,,,,,,
07314,20201120000000,103870,50,1,10,4.900000,284.050000,277.550000,64,,,0,,,,,,,,103580,,,1050,,,,,,,,6.600000,6.600000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07335,20201120000000,103820,70,3,300,2.700000,277.250000,274.750000,84,15320,0,,,,0,,,,,102300,,,1160,,,,,278.550000,,,3.700000,4.100000,-10,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,
07434,20201120000000,103790,50,3,330,3.100000,276.950000,275.350000,89,19850,0,,,,2,6660,,,,98800,,,800,,,,,278.750000,,,5.300000,5.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,2.600000,,,,,2,,6660,,,,,,,,,,
07460,20201120000000,103510,-40,6,310,4.100000,279.850000,274.750000,70,49770,0,,,,1,1750,,,,99500,,,690,,,,,278.050000,,,7.200000,7.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,1,,1740,,,,,,,,,,
07471,20201120000000,,-70,5,330,6.000000,276.750000,273.250000,78,20000,0,,,100,8,800,,,,93410,,912,280,,,,,275.950000,,,9.000000,12.700000,-10,0,0.000000,,,0.000000,-0.100000,-0.100000,0.200000,0.400000,,,,,1,,810,8,,1320,,,,,,,
07481,20201120000000,103290,-90,6,340,4.200000,279.750000,277.050000,83,50000,1,2,2,90,7,800,35,,,100330,,,440,,,,,,,,6.100000,6.100000,-10,1,0.000000,0.000000,-60,0.000000,0.000000,0.200000,0.200000,0.600000,,,,,3,6,960,6,6,1950,,,,,,,
07510,20201120000000,103790,-20,8,280,0.700000,280.150000,279.050000,93,8750,0,,,100,1,800,,,,103190,,,920,,,,,281.750000,,,1.100000,1.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.800000,,,,,1,,990,8,,4440,,,,,,,
07535,20201120000000,103730,10,3,300,1.000000,279.550000,277.550000,87,19970,0,,,100,7,1250,,,,100500,,,700,,,,,280.750000,,,2.600000,2.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,2.200000,,,,,7,,1350,8,,6960,,,,,,,
07558,20201120000000,103400,-70,6,320,7.400000,276.850000,274.750000,86,20000,0,,,,,,,,,94790,,,260,,,,,276.550000,,,10.200000,15.100000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.400000,,,,,,,,,,,,,,,,,
07577,20201120000000,102970,-100,8,20,3.300000,282.250000,276.050000,65,20000,0,,,,,,,,,102060,,,70,,,,,281.250000,,,5.600000,9.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
07591,20201120000000,,-180,8,140,0.900000,274.950000,272.550000,84,20000,0,,,,,,,,,92010,,831,-700,,,,,276.550000,,,2.800000,5.000000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07607,20201120000000,103790,-90,6,0,0.000000,280.550000,279.350000,92,19340,0,,,100,8,1250,,,,103050,,,810,,,,,283.450000,,,0.700000,2.200000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,3.000000,,,,,4,,1200,8,,1470,,,,,,,
07621,20201120000000,103830,-120,6,170,1.700000,279.650000,279.350000,98,14820,0,,,100,8,1250,,,,99350,,,690,,,,,280.150000,,,2.300000,3.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,1.900000,7.100000,,,,,8,,1230,,,,,,,,,,
07627,20201120000000,103780,-80,6,310,3.100000,281.150000,279.650000,90,20000,0,,,100,8,800,,,,98720,,,660,,,,,282.350000,,,4.800000,4.800000,-10,,0.000000,,,0.000000,0.200000,0.400000,3.400000,5.000000,,,,,6,,750,8,,1170,,,,,,,
07630,20201120000000,103690,-90,7,280,4.600000,281.350000,278.450000,82,26210,0,,,90,7,1250,,,,101830,,,670,,,,,281.350000,,,6.200000,6.700000,-10,1,0.000000,,,0.000000,0.000000,0.000000,0.000000,1.400000,,,,,7,,1410,7,,7260,,,,,,,
07643,20201120000000,103050,-70,6,330,7.400000,284.650000,273.150000,45,60000,0,,,,5,7440,,,,102950,,,180,,,,,275.950000,,,12.500000,12.500000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,,7440,,,,,,,,,,
07650,20201120000000,102540,-90,7,320,18.300000,284.650000,276.150000,56,50670,0,,,,0,,,,,102150,,,-300,,,,,281.150000,,,28.000000,28.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07661,20201120000000,,,,330,18.600000,,,,,,,,,,,,,,,,,,,,,,,,,26.000000,26.000000,-10,,,,,,,,,,,,,,,,,,,,,,,,,,
07690,20201120000000,101610,-130,6,320,3.600000,286.250000,282.450000,78,30000,1,2,2,75,6,800,35,20,10,101300,,,-1080,,,,,285.950000,,,5.400000,6.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,6,750,5,6,1200,,,,,,,
07747,20201120000000,103280,-60,6,310,6.800000,284.950000,275.950000,54,58110,0,,,,3,1250,,,,102740,,,370,,,,,284.150000,,,13.900000,13.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,,1320,3,,7500,,,,,,,
07761,20201120000000,101710,-220,6,20,1.200000,285.750000,283.450000,86,23170,0,,,100,8,1250,,,,101600,,,-1040,,,,,284.450000,,,2.000000,3.200000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1020,,,,,,,,,,
07790,20201120000000,101570,-210,7,220,2.100000,283.450000,281.850000,90,46360,0,,,100,8,1250,,,,101420,,,-1130,,,,,284.350000,,,2.600000,3.800000,-10,,0.000000,,,,,,,,,,,,8,,1320,,,,,,,,,,
